date, pm25, pm10, o3, no2, so2
2019/3/20, 73, 22, 23, 12, 
2019/3/21, 71, 33, 18, 13, 
2019/3/22, 100, 30, 28, 7, 
2019/3/23, 74, 16, 30, 6, 
2019/3/24, 39, 19, 35, 3, 
2019/3/25, 40, 22, 33, 7, 
2019/3/26, 39, 15, 30, 7, 
2019/3/27, 44, 21, 19, 14, 
2019/3/28, 64, 33, 25, 15, 
2019/3/29, 90, 37, 27, 13, 
2019/3/30, 96, 24, 34, 4, 
2019/3/31, 70, 13, 31, 6, 
2018/10/1, 16, 16, 23, 9, 
2018/10/2, 22, 26, 26, 8, 
2018/10/3, 25, 25, 15, 12, 
2018/10/4, 46, 26, 17, 16, 1
2018/10/5, 56, 35, 22, 15, 1
2018/10/6, 64, 11, 27, 4, 
2018/10/7, 17, 17, 16, 15, 
2018/10/8, 34, 23, 20, 20, 1
2018/10/9, 44, 38, 30, 15, 1
2018/10/10, 58, 28, 22, 12, 
2018/10/11, 45, 17, 22, 8, 
2018/10/12, 23, 19, 29, 7, 
2018/10/13, 30, 19, 30, 8, 
2018/10/14, 38, 23, 19, 15, 
2018/10/15, 44, 29, 16, 20, 
2018/10/16, 55, 25, 18, 16, 
2018/10/17, 50, 11, 22, 7, 1
2018/10/18, 23, 14, 21, 9, 
2018/10/19, 36, 21, 21, 14, 
2018/10/20, 50, 33, 23, 12, 
2018/10/21, 73, 20, 26, 8, 
2018/10/22, 34, 28, 20, 8, 
2018/10/23, 39, 17, 19, 4, 
2018/10/24, 22, 18, 18, 10, 
2018/10/25, 28, 20, 22, 8, 
2018/10/26, 38, 8, 22, 8, 
2018/10/27, 22, 9, 21, 3, 
2018/10/28, 14, 9, 14, 5, 
2018/10/29, 21, 8, 11, 7, 
2018/10/30, 18, 14, 11, 13, 1
2018/10/31, 33, 15, 8, 15, 
2018/11/1, 35, 13, 23, 12, 
2018/11/2, 27, 23, 10, 19, 
2018/11/3, 58, 29, 8, 16, 
2018/11/4, 76, 25, 2, 10, 
2018/11/5, 68, 24, 7, 14, 
2018/11/6, 49, 12, 15, 10, 
2018/11/7, 24, 16, 17, 12, 
2018/11/8, 26, 23, 10, 14, 
2018/11/9, 51, 10, 16, 6, 
2018/11/10, 24, 10, 19, 5, 
2018/11/11, 19, 13, 9, 15, 
2018/11/12, 28, 16, 15, 10, 
2018/11/13, 39, 21, 10, 17, 
2018/11/14, 55, 26, 5, 18, 
2018/11/15, 60, 29, 1, 16, 
2018/11/16, 71, 22, 10, 11, 
2018/11/17, 71, 19, 17, 7, 
2018/11/18, 71, 7, 16, 5, 
2018/11/19, 29, 15, 19, 6, 
2018/11/20, 49, 26, 8, 9, 
2018/11/21, 68, 33, 4, 9, 1
2018/11/22, 88, 30, 1, 15, 1
2018/11/23, 70, 28, 4, 10, 1
2018/11/24, 80, 32, 2, 8, 
2018/11/25, 85, 29, 7, 8, 
2018/11/26, 80, 31, 6, 12, 
2018/11/27, 73, 17, 5, 12, 1
2018/11/28, 52, 9, 14, 9, 
2018/11/29, 26, 19, 16, 12, 
2018/11/30, 34, 13, 18, 8, 
2018/12/1, 34, 8, 20, 4, 
2018/12/2, 12, 20, 23, 7, 
2018/12/3, 30, 18, 20, 19, 
2018/12/4, 24, 20, 3, 18, 
2018/12/5, 51, 13, 16, 10, 
2018/12/6, 35, 7, 22, 6, 
2018/12/7, 16, 16, 25, 5, 
2018/12/8, 28, 15, 28, 4, 
2018/12/9, 24, 14, 29, 9, 
2018/12/10, 22, 16, 20, 17, 
2018/12/11, 18, 14, 6, 18, 
2018/12/12, 27, 12, 8, 11, 
2018/12/13, 46, 16, 7, 10, 
2018/12/14, 44, 27, 11, 10, 
2018/12/15, 62, 24, 9, 11, 
2018/12/16, 70, 14, 14, 14, 
2018/12/17, 37, 16, 15, 12, 
2018/12/18, 39, 12, 13, 12, 
2018/12/19, 30, 13, 16, 10, 
2018/12/20, 31, 13, 23, 7, 
2018/12/21, 28, 15, 23, 7, 
2018/12/22, 24, 16, 20, 8, 
2018/12/23, 29, 12, 20, 9, 
2018/12/24, 27, 16, 16, 9, 
2018/12/25, 50, 24, 8, 15, 1
2018/12/26, 73, 35, , 23, 1
2018/12/27, 83, 39, , 17, 
2018/12/28, 98, 28, 20, 12, 
2018/12/29, 63, 18, 24, 9, 
2018/12/30, 36, , , , 
2018/7/1, 15, 11, 44, 3, 
2018/7/2, 18, 11, 40, 4, 
2018/7/3, 22, 15, 39, 4, 
2018/7/4, 25, 10, 25, 4, 
2018/7/5, 18, 15, 40, 4, 
2018/7/6, 36, 14, 34, 3, 1
2018/7/7, 25, 11, 33, 3, 
2018/7/8, 21, 14, 25, 4, 
2018/7/9, 30, 18, 27, 3, 
2018/7/10, 24, 15, 33, 3, 
2018/7/11, 21, 15, 32, 4, 
2018/7/12, 34, 15, 33, 3, 
2018/7/13, 27, 8, 31, 3, 
2018/7/14, 12, 8, 42, 3, 
2018/7/15, 13, 15, 51, 6, 1
2018/7/16, 23, 16, 40, 6, 1
2018/7/17, 25, 14, 36, 7, 
2018/7/18, 21, 14, 39, 5, 
2018/7/19, 25, 13, 42, 3, 
2018/7/20, 24, 12, 49, 3, 
2018/7/21, 32, 10, 46, 4, 
2018/7/22, 39, 14, 40, 7, 
2018/7/23, 31, 15, 62, 7, 1
2018/7/24, 27, 13, 46, 7, 
2018/7/25, 28, 17, 81, 6, 1
2018/7/26, 38, 18, 73, 7, 1
2018/7/27, 33, 20, 41, 4, 
2018/7/28, 38, 17, 35, 6, 
2018/7/29, 29, 13, 33, 5, 
2018/7/30, 19, 10, 28, 5, 
2018/7/31, 16, 11, 34, 9, 
2018/8/1, 35, 11, 49, 6, 
2018/8/2, 33, 15, 62, 5, 
2018/8/3, 42, 8, 37, 3, 
2018/8/4, 26, 9, 30, 1, 
2018/8/5, 22, 12, 57, 5, 1
2018/8/6, 21, 22, 72, 8, 
2018/8/7, 37, 13, 40, 4, 
2018/8/8, 38, 12, 27, 10, 
2018/8/9, 27, 11, 26, 3, 
2018/8/10, 24, 8, 28, 3, 
2018/8/11, 29, 11, 35, 8, 
2018/8/12, 28, 10, 23, 11, 
2018/8/13, 25, 10, 31, 4, 
2018/8/14, 18, 14, 20, 7, 
2018/8/15, 40, 10, 23, 6, 
2018/8/16, 24, 10, 26, 5, 
2018/8/17, 22, 13, 21, 7, 
2018/8/18, 35, 14, 21, 5, 
2018/8/19, 36, 9, 21, 5, 
2018/8/20, 19, 12, 26, 7, 
2018/8/21, 37, 14, 28, 10, 
2018/8/22, 47, 15, 16, 9, 
2018/8/23, 49, 10, 21, 4, 
2018/8/24, 16, 7, 21, 4, 
2018/8/25, 8, 7, 28, 5, 
2018/8/26, 16, 10, 22, 5, 
2018/8/27, 19, 14, 23, 9, 1
2018/8/28, 32, 19, 22, 13, 
2018/8/29, 62, 12, 22, 6, 
2018/8/30, 30, 9, 20, 8, 
2018/8/31, 19, 12, 30, 8, 
2018/9/1, 28, 11, 34, 5, 
2018/9/2, 31, 12, 27, 5, 
2018/9/3, 42, 24, 33, 5, 
2018/9/4, 63, 19, 26, 8, 
2018/9/5, 59, 15, 25, 8, 
2018/9/6, 41, 13, 23, 7, 
2018/9/7, 24, 14, 22, 6, 
2018/9/8, 23, 15, 34, 7, 
2018/9/9, 33, 17, 26, 6, 
2018/9/10, 28, 17, 24, 5, 
2018/9/11, 29, 9, 19, 5, 
2018/9/12, 23, 11, 24, 7, 
2018/9/13, 25, 14, 27, 11, 1
2018/9/14, 35, 13, 26, 6, 
2018/9/15, 27, 15, 31, 11, 
2018/9/16, 39, 20, 33, 16, 1
2018/9/17, 36, 24, 30, 9, 
2018/9/18, 40, 20, 26, 7, 
2018/9/19, 34, 24, 25, 9, 1
2018/9/20, 34, 16, 23, 5, 
2018/9/21, 17, 13, 20, 5, 
2018/9/22, 24, 9, 19, 6, 
2018/9/23, 29, 15, 25, 7, 
2018/9/24, 22, 14, 21, 13, 
2018/9/25, 27, 18, 21, 14, 
2018/9/26, 44, 25, 25, 20, 2
2018/9/27, 59, 18, 24, 6, 
2018/9/28, 28, 18, 21, 9, 
2018/9/29, 24, 18, 28, 9, 
2018/9/30, 41, 13, 23, 7, 
2018/4/1, 75, 29, 25, 9, 
2018/4/2, 73, 12, 22, 9, 
2018/4/3, 31, 10, 26, 11, 
2018/4/4, 20, 17, 32, 6, 
2018/4/5, 25, 18, 29, 14, 1
2018/4/6, 43, 13, 31, 13, 
2018/4/7, 37, 41, 40, 14, 
2018/4/8, 65, 35, 22, 7, 
2018/4/9, 82, 46, 31, 8, 
2018/4/10, 76, 39, 24, 9, 
2018/4/11, 85, 37, 16, 9, 
2018/4/12, 89, 37, 18, 15, 
2018/4/13, 76, 33, 29, 10, 
2018/4/14, 91, 35, 29, 6, 
2018/4/15, 68, 17, 31, 7, 
2018/4/16, 39, 26, 37, 13, 
2018/4/17, 51, 37, 44, 18, 1
2018/4/18, 61, 46, 40, 12, 1
2018/4/19, 69, 47, 46, 22, 1
2018/4/20, 98, 17, 40, 7, 
2018/4/21, 73, 25, 48, 5, 1
2018/4/22, 64, 21, 31, 6, 
2018/4/23, 34, 20, 25, 7, 
2018/4/24, 35, 13, 30, 4, 
2018/4/25, 18, 16, 32, 5, 
2018/4/26, 22, 17, 33, 7, 
2018/4/27, 26, 14, 25, 6, 
2018/4/28, 36, 20, 22, 8, 
2018/4/29, 65, 9, 27, 5, 
2018/4/30, 20, 10, 33, 5, 1
2018/5/1, 18, 17, 36, 9, 
2018/5/2, 32, 13, 35, 6, 
2018/5/3, 18, 12, 39, 7, 
2018/5/4, 24, 13, 45, 5, 
2018/5/5, 40, 19, 47, 5, 1
2018/5/6, 47, 16, 48, 8, 1
2018/5/7, 49, 23, 60, 11, 1
2018/5/8, 49, 25, 46, 12, 
2018/5/9, 73, 14, 33, 6, 
2018/5/10, 42, 19, 38, 6, 
2018/5/11, 45, 20, 52, 7, 
2018/5/12, 53, 22, 34, 6, 
2018/5/13, 68, 22, 52, 4, 
2018/5/14, 59, 21, 52, 5, 
2018/5/15, 47, 22, 41, 3, 
2018/5/16, 54, 29, 32, 1, 
2018/5/17, 39, 25, 29, 3, 
2018/5/18, 43, 18, 30, 3, 
2018/5/19, 46, 25, 43, 7, 
2018/5/20, 63, 17, 46, 4, 
2018/5/21, 44, 18, 41, 7, 
2018/5/22, 41, 17, 46, 7, 
2018/5/23, 50, 19, 35, 8, 
2018/5/24, 46, 29, 46, 7, 
2018/5/25, 58, 31, 57, 5, 1
2018/5/26, 57, 20, 43, 5, 
2018/5/27, 46, 22, 59, 8, 1
2018/5/28, 51, 24, 50, 6, 
2018/5/29, 74, 24, 39, 8, 
2018/5/30, 71, 55, 38, 8, 
2018/5/31, 61, 21, 36, 9, 
2018/6/1, 63, 21, 23, 6, 
2018/6/2, 67, 13, 35, 5, 
2018/6/3, 54, 11, 43, 3, 
2018/6/4, 37, 17, 36, 2, 
2018/6/5, 46, 24, 45, 4, 
2018/6/6, 45, 22, 63, 7, 1
2018/6/7, 48, 23, 39, 7, 
2018/6/8, 64, 14, 39, 2, 
2018/6/9, 39, 17, 38, 1, 
2018/6/10, 31, 12, 32, 3, 
2018/6/11, 27, 11, 26, 2, 
2018/6/12, 24, 11, 27, 2, 
2018/6/13, 13, 16, 26, 10, 
2018/6/14, 29, 18, 38, 6, 
2018/6/15, 48, 19, 29, 6, 
2018/6/16, 43, 15, 23, 3, 
2018/6/17, 24, 14, 25, 5, 
2018/6/18, 25, 15, 17, 7, 
2018/6/19, 26, 14, 17, 7, 
2018/6/20, 28, 18, 23, 4, 
2018/6/21, 21, 20, 25, 2, 
2018/6/22, 25, 19, 33, 4, 
2018/6/23, 30, 13, 24, 3, 
2018/6/24, 30, 11, 26, 2, 
2018/6/25, 24, 13, 33, 3, 
2018/6/26, 35, 17, 34, 4, 
2018/6/27, 46, 16, 43, 5, 
2018/6/28, 41, 11, 37, 3, 
2018/6/29, 26, 18, 43, 3, 
2018/6/30, 27, 10, 38, 2, 1
2018/1/6, 42, 10, 16, 4, 
2018/1/7, 25, 11, 16, 8, 
2018/1/8, 34, 22, 9, 12, 
2018/1/9, 57, 18, 4, 16, 
2018/1/10, 42, 22, 3, 14, 
2018/1/11, 54, 21, 2, 11, 
2018/1/12, 63, 36, 5, 14, 
2018/1/13, 81, 25, 8, 8, 
2018/1/14, 66, 21, 17, 10, 
2018/1/15, 48, 13, 25, 8, 
2018/1/16, 12, 17, 26, 7, 
2018/1/17, 16, 15, 26, 10, 
2018/1/18, 18, 14, 22, 14, 
2018/1/19, 14, 16, 19, 13, 
2018/1/20, 36, 14, 22, 11, 
2018/1/21, 30, 19, 20, 12, 
2018/1/22, 26, 16, 16, 14, 
2018/1/23, 30, 6, 22, 6, 
2018/1/24, 16, 16, 27, 14, 
2018/1/25, 26, 30, 5, 21, 
2018/1/26, 61, 19, 18, 10, 
2018/1/27, 54, 10, 19, 7, 
2018/1/28, 28, 13, 23, 6, 
2018/1/29, 18, 20, 17, 18, 
2018/1/30, 27, 16, 24, 11, 
2018/1/31, 20, 14, 21, 12, 
2018/2/1, 14, 10, 21, 8, 
2018/2/2, 11, 16, 15, 14, 
2018/2/3, 21, 10, 20, 3, 
2018/2/4, 17, 17, 16, 7, 
2018/2/5, 49, 21, 17, 12, 
2018/2/6, 55, 26, 19, 16, 
2018/2/7, 58, 38, 9, 23, 1
2018/2/8, 83, 28, 15, 15, 
2018/2/9, 68, 22, 21, 11, 
2018/2/10, 51, 13, 26, 6, 
2018/2/11, 13, 17, 24, 10, 
2018/2/12, 22, 16, 23, 13, 
2018/2/13, 25, 20, 19, 13, 
2018/2/14, 42, 17, 20, 15, 
2018/2/15, 36, 26, 21, 21, 
2018/2/16, 34, 34, 16, 22, 1
2018/2/17, 71, 44, 12, 19, 1
2018/2/18, 103, 45, 7, 19, 
2018/2/19, 101, 45, 12, 19, 
2018/2/20, 109, 48, 22, 12, 1
2018/2/21, 126, 24, 24, 9, 
2018/2/22, 76, 27, 23, 8, 
2018/2/23, 74, 15, 24, 4, 
2018/2/24, 56, 11, 28, 3, 
2018/2/25, 37, 11, 26, 5, 
2018/2/26, 41, 12, 26, 7, 
2018/2/27, 34, 25, 22, 8, 
2018/2/28, 75, 30, 25, 6, 
2018/3/1, 68, 42, 25, 9, 1
2018/3/2, 103, 59, 20, 10, 
2018/3/3, 152, 46, 20, 12, 
2018/3/4, 114, 17, 25, 12, 
2018/3/5, 43, 28, 12, 22, 
2018/3/6, 59, 32, 18, 18, 
2018/3/7, 72, 16, 23, 11, 1
2018/3/8, 31, 21, 22, 11, 
2018/3/9, 40, 16, 17, 10, 
2018/3/10, 41, 15, 15, 11, 
2018/3/11, 42, 11, 22, 10, 
2018/3/12, 23, 8, 22, 8, 
2018/3/13, 16, 15, 25, 12, 
2018/3/14, 41, 19, 17, 11, 
2018/3/15, 57, 23, 15, 8, 
2018/3/16, 67, 13, 28, 3, 
2018/3/17, 36, 16, 30, 3, 1
2018/3/18, 27, 14, 31, 5, 
2018/3/19, 36, 15, 32, 6, 
2018/3/20, 33, 24, 32, 12, 
2018/3/21, 39, 24, 26, 9, 
2018/3/22, 54, 25, 26, 10, 
2018/3/23, 59, 23, 27, 7, 1
2018/3/24, 57, 30, 26, 9, 
2018/3/25, 82, 19, 23, 15, 
2018/3/26, 52, 24, 22, 11, 
2018/3/27, 60, 19, 19, 13, 
2018/3/28, 49, 18, 30, 10, 
2018/3/29, 44, 13, 31, 9, 
2018/3/30, 38, 12, 28, 8, 
2018/3/31, 34, 25, 29, 6, 
2017/4/1, 57, 17, 31, 8, 
2017/4/2, 48, 12, 30, 6, 
2017/4/3, 36, 22, 29, 16, 
2017/4/4, 54, 22, 31, 6, 
2017/4/5, 45, 25, 31, 4, 
2017/4/6, 28, 23, 28, 12, 
2017/4/7, 40, 10, 30, 6, 
2017/4/8, 36, 32, 33, 15, 1
2017/4/9, 91, 20, 31, 7, 
2017/4/10, 38, 16, 30, 9, 1
2017/4/11, 25, 18, 24, 10, 
2017/4/12, 47, 17, 31, 6, 
2017/4/13, 22, 19, 29, 12, 
2017/4/14, 36, 13, 32, 5, 
2017/4/15, 26, 15, 32, 3, 
2017/4/16, 14, 8, 35, 2, 
2017/4/17, 10, 9, 32, 6, 
2017/4/18, 17, 10, 33, 6, 
2017/4/19, 31, 17, 29, 15, 1
2017/4/20, 53, 22, 23, 11, 1
2017/4/21, 58, 12, 32, 3, 
2017/4/22, 22, 9, 30, 4, 
2017/4/23, 17, 12, 23, 10, 
2017/4/24, 28, 8, 30, 5, 
2017/4/25, 9, 11, 29, 8, 
2017/4/26, 14, 13, 32, 7, 
2017/4/27, 16, 10, 30, 6, 
2017/4/28, 23, 11, 32, 7, 
2017/4/29, 22, 12, 40, 6, 
2017/4/30, 30, 13, 32, 6, 
2017/5/1, 25, 18, 24, 9, 
2017/5/2, 50, 10, 23, 6, 
2017/5/3, 39, 10, 25, 6, 
2017/5/4, 28, 10, 28, 5, 
2017/5/5, 24, 15, 32, 4, 
2017/5/6, 48, 17, 30, 4, 
2017/5/7, 53, 16, 33, 4, 
2017/5/8, 19, 17, 31, 4, 
2017/5/9, 23, 12, 29, 7, 1
2017/5/10, 20, 16, 34, 9, 
2017/5/11, 39, 15, 28, 7, 1
2017/5/12, 24, 16, 24, 8, 
2017/5/13, 38, 18, 33, 7, 
2017/5/14, 38, 15, 31, 10, 
2017/5/15, 23, 18, 35, 10, 1
2017/5/16, 33, 21, 54, 13, 
2017/5/17, 49, 29, 31, 7, 
2017/5/18, 36, 14, 28, 5, 
2017/5/19, 22, 15, 30, 6, 
2017/5/20, 29, 13, 36, 8, 
2017/5/21, 36, 14, 46, 7, 
2017/5/22, 28, 22, 29, 10, 
2017/5/23, 37, 15, 28, 8, 
2017/5/24, 31, 11, 30, 3, 
2017/5/25, 22, 7, 36, 4, 
2017/5/26, 11, 17, 50, 5, 
2017/5/27, 24, 10, 35, 6, 
2017/5/28, 15, 13, 52, 6, 
2017/5/29, 34, 21, 32, 7, 
2017/5/30, 55, 11, 29, 6, 
2017/5/31, 15, 14, 38, 5, 
2017/6/1, 12, 17, 59, 9, 1
2017/6/2, 32, 16, 42, 6, 
2017/6/3, 42, 13, 29, 3, 2
2017/6/4, 19, 14, 33, 6, 
2017/6/5, 19, 12, 25, 4, 
2017/6/6, 9, 18, 25, 4, 
2017/6/7, 15, 16, 28, 6, 
2017/6/8, 14, 16, 26, 8, 
2017/6/9, 18, 21, 39, 4, 
2017/6/10, 22, 14, 40, 6, 
2017/6/11, 23, 19, 25, 5, 
2017/6/12, 17, 15, 28, 6, 
2017/6/13, 18, 10, 36, 7, 
2017/6/14, 12, 19, 44, 9, 
2017/6/15, 31, 20, 26, 4, 
2017/6/16, 19, 15, 26, 5, 
2017/6/17, 28, 18, 30, 4, 
2017/6/18, 31, 13, 13, 12, 
2017/6/19, 20, , , , 
2017/1/2, 37, 13, 18, 13, 
2017/1/3, 36, 24, 27, 5, 
2017/1/4, 31, 14, 25, 4, 
2017/1/5, 30, 28, , , 
2017/1/9, 70, 16, 12, 19, 
2017/1/10, 36, 20, 28, 12, 
2017/1/11, 44, 20, 24, 10, 
2017/1/12, 34, 13, 27, 8, 
2017/1/13, 24, 13, 29, 7, 
2017/1/14, 27, 17, 16, 20, 
2017/1/15, 41, 15, 11, 17, 
2017/1/16, 62, 31, 13, 14, 
2017/1/17, 89, 43, 7, 18, 
2017/1/18, 115, 44, 2, 24, 1
2017/1/19, 113, 29, 6, 25, 
2017/1/20, 83, 26, 10, 16, 
2017/1/21, 78, 46, 4, 25, 
2017/1/22, 126, 53, 6, 21, 
2017/1/23, 144, 29, 3, 22, 
2017/1/24, 84, 53, 8, 19, 1
2017/1/25, 131, 38, 8, 22, 
2017/1/26, 96, 36, 5, 25, 1
2017/1/27, 90, 30, 8, 21, 1
2017/1/28, 68, 18, 15, 11, 
2017/1/29, 57, 8, 20, 9, 1
2017/1/30, 29, 16, 20, 9, 
2017/1/31, 49, 20, 7, 16, 
2017/2/1, 67, 17, 7, 13, 
2017/2/2, 51, 15, 14, 16, 
2017/2/3, 32, 11, 17, 12, 
2017/2/4, 30, 18, 18, 12, 
2017/2/5, 62, 19, 12, 14, 
2017/2/6, 66, 26, 3, 13, 
2017/2/7, 77, 39, 7, 10, 
2017/2/8, 102, 45, 11, 10, 
2017/2/9, 119, 56, 8, 12, 
2017/2/10, 147, 72, 7, 12, 
2017/2/11, 161, 56, 15, 7, 
2017/2/12, 148, 53, 17, 10, 
2017/2/13, 137, 54, 19, 20, 1
2017/2/14, 109, 49, 7, 26, 
2017/2/15, 92, 22, 17, 14, 
2017/2/16, 57, 20, 15, 13, 
2017/2/17, 38, 26, 12, 16, 
2017/2/18, 73, 30, 15, 12, 
2017/2/19, 79, 16, 11, 13, 
2017/2/20, 44, 14, 24, 9, 
2017/2/21, 19, 12, 22, 8, 
2017/2/22, 21, 9, 28, 6, 
2017/2/23, 16, 17, 31, 10, 
2017/2/24, 17, 15, 24, 12, 1
2017/2/25, 45, 15, 22, 6, 
2017/2/26, 39, 7, 28, 6, 
2017/2/27, 11, 8, 31, 7, 
2017/2/28, 17, 10, 25, 9, 
2017/3/1, 30, 16, 28, 9, 
2017/3/2, 27, 24, 17, 17, 
2017/3/3, 38, 12, 23, 11, 
2017/3/4, 32, 12, 29, 6, 
2017/3/5, 16, 12, 27, 11, 
2017/3/6, 23, 18, 22, 10, 
2017/3/7, 42, 16, 16, 14, 
2017/3/8, 35, 14, 29, 13, 
2017/3/9, 21, 21, 25, 16, 1
2017/3/10, 33, 26, 16, 17, 1
2017/3/11, 61, 16, 22, 13, 
2017/3/12, 42, 23, 18, 17, 
2017/3/13, 61, 29, 15, 18, 
2017/3/22, 52, 17, 25, 10, 
2017/3/23, 51, 17, 29, 6, 
2017/3/24, 59, 10, 31, 5, 
2017/3/25, 37, 11, 25, 3, 
2017/3/26, 38, 19, 25, 14, 1
2017/3/27, 55, 32, 35, 23, 1
2017/3/28, 66, 20, 26, 8, 
2017/3/29, 34, 19, 24, 14, 1
2017/3/30, 41, 20, 27, 12, 
2017/3/31, 36, 24, 24, 11, 1
2016/10/1, 22, 10, 23, 5, 
2016/10/2, 7, 8, 27, 6, 
2016/10/3, 5, 10, 18, 7, 
2016/10/4, 21, 9, 21, 6, 
2016/10/5, 16, 9, 17, 8, 
2016/10/6, 22, 8, 13, 7, 
2016/10/7, 17, 11, 20, 6, 
2016/10/8, 24, 9, 20, 6, 
2016/10/9, 31, 12, 20, 12, 
2016/10/10, 34, 10, 10, 10, 
2016/10/11, 37, 10, 9, 6, 
2016/10/12, 27, 10, 10, 6, 
2016/10/13, 27, 17, 8, 7, 
2016/10/14, 48, 22, 9, 10, 
2016/10/15, 59, 15, 20, 8, 
2016/10/16, 43, 19, 13, 14, 
2016/10/17, 48, 15, 12, 16, 
2016/10/18, 38, 8, 24, 8, 
2016/10/19, 14, 8, 14, 12, 
2016/10/20, 18, 12, 10, 12, 
2016/10/21, 36, 14, 14, 8, 
2016/10/22, 34, 23, 14, 10, 
2016/10/23, 67, 22, 3, 9, 
2016/10/24, 64, 23, 3, 10, 
2016/10/25, 76, 39, 3, 16, 
2016/10/26, 101, 28, 10, 15, 
2016/10/27, 70, 19, 11, 11, 
2016/10/28, 37, 22, 19, 15, 
2016/10/29, 40, 31, 10, 15, 
2016/10/30, 74, 24, 7, 18, 
2016/10/31, 66, 20, 15, 17, 
2016/11/1, 54, 13, 18, 12, 
2016/11/2, 16, 14, 8, 20, 
2016/11/3, 25, 23, 6, 17, 
2016/11/4, 51, 15, 16, 11, 
2016/11/5, 38, 8, 20, 9, 
2016/11/6, 16, 12, 9, 10, 
2016/11/7, 34, 20, 7, 16, 
2016/11/8, 51, 16, 4, 15, 
2016/11/9, 52, 13, 1, 15, 1
2016/11/10, 49, 30, 8, 15, 
2016/11/11, 78, 37, 5, 14, 
2016/11/12, 100, 30, 3, 11, 
2016/11/13, 83, 29, , 14, 
2016/11/14, 82, 15, 1, 14, 
2016/11/15, 41, 11, 20, 11, 
2016/11/16, 23, 12, 24, 9, 
2016/11/17, 14, 9, 25, 8, 
2016/11/18, 13, 10, 19, 8, 
2016/11/19, 25, 10, 24, 4, 
2016/11/20, 13, 10, 13, 8, 
2016/11/21, 11, , 16, 10, 
2016/11/22, 11, 22, 3, 18, 
2016/11/23, 30, 9, 17, 7, 
2016/11/25, 51, 28, 2, 15, 
2016/11/26, 83, 21, 23, 11, 
2016/11/27, 49, 14, 16, 15, 
2016/11/28, 41, 35, 4, 27, 
2016/11/29, 75, 27, 1, 29, 1
2016/11/30, 71, 23, 13, 17, 
2016/12/1, 55, 20, 21, 15, 
2016/12/2, 33, 27, 5, 26, 
2016/12/3, 81, 28, 7, 20, 
2016/12/4, 92, 31, 1, 25, 
2016/12/5, 84, 50, , 26, 1
2016/12/6, 123, 31, 2, 25, 1
2016/12/7, 79, 28, 8, 21, 1
2016/12/8, 68, 38, 2, 19, 
2016/12/9, 93, 32, 3, 16, 
2016/12/10, 89, 18, 22, 5, 
2016/12/11, 31, 23, 9, 18, 
2016/12/12, 55, 29, 9, 14, 
2016/12/13, 77, 36, , 16, 1
2016/12/14, 83, 27, 2, 20, 
2016/12/15, 77, 27, 3, 16, 
2016/12/16, 75, 31, 8, 15, 
2016/12/17, 80, 21, 7, 15, 
2016/12/18, 70, 28, 4, 19, 
2016/12/19, 83, 24, 1, 16, 
2016/12/20, 82, 25, 7, 15, 
2016/12/21, 79, 20, 5, 15, 
2016/12/22, 64, 22, 17, 16, 
2016/12/23, 63, 20, 23, 7, 
2016/12/24, 42, 19, 25, 3, 
2016/12/25, 30, 12, 27, 2, 
2016/12/26, 25, 28, 25, 11, 
2016/12/27, 42, 17, 4, 22, 
2016/12/28, 55, 25, 1, 20, 
2016/12/29, 82, 39, , 20, 
2016/12/30, 108, 40, 1, 18, 1
2016/12/31, 105, 67, 6, 12, 
2017/1/1, 120, 12, 20, 13, 
2016/7/1, 9, 12, 26, 3, 
2016/7/2, 12, 13, 24, 2, 
2016/7/3, 20, 13, 34, 8, 
2016/7/4, 36, 12, 27, 6, 
2016/7/5, 24, 8, 26, 3, 
2016/7/6, 14, 16, 40, 9, 
2016/7/7, 44, 15, 21, 11, 
2016/7/8, 38, 18, 27, 7, 
2016/7/9, 39, 13, 37, 5, 
2016/7/10, 25, 15, 24, 3, 
2016/7/11, 17, 12, 22, 5, 
2016/7/12, 19, 12, 24, 7, 
2016/7/13, 23, 12, 23, 5, 
2016/7/14, 16, 14, 29, 5, 
2016/7/15, 17, 13, 18, 5, 
2016/7/16, 20, 12, 23, 4, 
2016/7/17, 25, 13, 38, 8, 
2016/7/18, 27, 20, 85, 9, 1
2016/7/19, 43, 23, 52, 8, 
2016/7/20, 37, 28, 42, 6, 1
2016/7/21, 50, 26, 43, 7, 
2016/7/22, 51, 17, 40, 2, 
2016/7/23, 36, 19, 39, 3, 
2016/7/24, 41, 14, 24, 6, 
2016/7/25, 32, 13, 29, 9, 
2016/7/26, 22, 13, 18, 6, 
2016/7/27, 23, 12, 27, 6, 
2016/7/28, 29, 12, 18, 5, 
2016/7/29, 15, 12, 22, 4, 
2016/7/30, 19, 9, 26, 3, 
2016/7/31, 2, 10, 27, 5, 
2016/8/1, 28, 8, 15, 6, 
2016/8/2, 32, 7, 16, 3, 
2016/8/3, 9, 18, 26, 3, 
2016/8/4, 9, 13, 24, 5, 
2016/8/5, 16, 13, 25, 5, 
2016/8/6, 26, 13, 12, 6, 
2016/8/7, 27, 16, 26, 2, 
2016/8/8, 16, 11, 21, 5, 
2016/8/9, 12, 11, 20, 3, 
2016/8/10, 12, 16, 13, 10, 
2016/8/11, 17, 13, 14, 5, 
